#,Hanzi,Unicode,Mandarin reading(s),level
6178,澹,U+6FB9,"dàn, tán",2
6179,澥,U+6FA5,xiè,2
6180,澶,U+6FB6,chán,2
6181,濂,U+6FC2,lián,2
6182,褰,U+8930,qiān,2
6183,寰,U+5BF0,huán,2
6184,窸,U+7AB8,xī,2
6185,褶,U+8936,zhě,2
6186,禧,U+79A7,xǐ,2
6187,嬖,U+5B16,bì,2
6188,犟,U+729F,jiàng,2
6189,隰,U+96B0,xí,2
6190,嬗,U+5B17,shàn,2
6191,颡,U+98A1,sǎng,2
6192,缱,U+7F31,qiǎn,2
6193,缲,U+7F32,qiāo,2
6194,缳,U+7F33,huán,2
6195,璨,U+74A8,càn,2
6196,璩,U+74A9,qú,2
6197,璐,U+7490,lù,2
6198,璪,U+74AA,zǎo,2
6199,螫,U+87AB,shì,2
6200,擤,U+64E4,xǐng,2
6201,壕,U+58D5,háo,2
6202,觳,U+89F3,hú,2
6203,罄,U+7F44,qìng,2
6204,擢,U+64E2,zhuó,2
6205,薹,U+85B9,tái,2
6206,鞡,U+97A1,la,2
6207,鞬,U+97AC,jiān,2
6208,薷,U+85B7,rú,2
6209,薰,U+85B0,xūn,2
6210,藓,U+85D3,xiǎn,2
6211,藁,U+85C1,gǎo,2
6212,檄,U+6A84,xí,2
6213,檩,U+6AA9,lǐn,2
6214,懋,U+61CB,mào,2
6215,醢,U+91A2,hǎi,2
6216,翳,U+7FF3,yì,2
6217,礅,U+7905,dūn,2
6218,磴,U+78F4,dèng,2
6219,鹩,U+9E69,liáo,2
6220,龋,U+9F8B,qǔ,2
6221,龌,U+9F8C,wò,2
6222,豳,U+8C73,bīn,2
6223,壑,U+58D1,hè,2
6224,黻,U+9EFB,fú,2
6225,嚏,U+568F,tì,2
6226,嚅,U+5685,rú,2
6227,蹑,U+8E51,niè,2
6228,蹒,U+8E52,pán,2
6229,蹊,U+8E4A,"qī, xī",2
6230,蟥,U+87E5,huáng,2
6231,螬,U+87AC,cáo,2
6232,螵,U+87B5,piāo,2
6233,疃,U+7583,tuǎn,2
6234,螳,U+87B3,táng,2
6235,蟑,U+87D1,zhāng,2
6236,嚓,U+5693,"cā, chā",2
6237,羁,U+7F81,jī,2
6238,罽,U+7F7D,jì,2
6239,罾,U+7F7E,zēng,2
6240,嶷,U+5DB7,yí,2
6241,黜,U+9EDC,chù,2
6242,黝,U+9EDD,yǒu,2
6243,髁,U+9AC1,kē,2
6244,髀,U+9AC0,bì,2
6245,镡,U+9561,"chán, tán",2
6246,镢,U+9562,jué,2
6247,镣,U+9563,liào,2
6248,镦,U+9566,dūn,2
6249,镧,U+9567,lán,2
6250,镩,U+9569,cuān,2
6251,镪,U+956A,qiāng,2
6252,镫,U+956B,dèng,2
6253,罅,U+7F45,xià,2
6254,黏,U+9ECF,nián,2
6255,簌,U+7C0C,sù,2
6256,篾,U+7BFE,miè,2
6257,篼,U+7BFC,dōu,2
6258,簖,U+7C16,duàn,2
6259,簋,U+7C0B,guǐ,2
6260,鼢,U+9F22,fén,2
6261,黛,U+9EDB,dài,2
6262,儡,U+5121,lěi,2
6263,鹪,U+9E6A,jiāo,2
6264,鼾,U+9F3E,hān,2
6265,皤,U+76A4,pó,2
6266,魍,U+9B4D,wǎng,2
6267,龠,U+9FA0,yuè,2
6268,繇,U+7E47,yóu,2
6269,貘,U+8C98,mò,2
6270,邈,U+9088,miǎo,2
6271,貔,U+8C94,pí,2
6272,臌,U+81CC,gǔ,2
6273,膻,U+81BB,"dàn, shān",2
6274,臆,U+81C6,yì,2
6275,臃,U+81C3,yōng,2
6276,鲼,U+9CBC,fèn,2
6277,鲽,U+9CBD,dié,2
6278,鳀,U+9CC0,tí,2
6279,鳃,U+9CC3,sāi,2
6280,鳅,U+9CC5,qiū,2
6281,鳇,U+9CC7,huáng,2
6282,鳊,U+9CCA,biān,2
6283,螽,U+87BD,zhōng,2
6284,燮,U+71EE,xiè,2
6285,鹫,U+9E6B,jiù,2
6286,襄,U+8944,xiāng,2
6287,糜,U+7CDC,"méi, mí",2
6288,縻,U+7E3B,mí,2
6289,膺,U+81BA,yīng,2
6290,癍,U+764D,bān,2
6291,麋,U+9E8B,mí,2
6292,懑,U+61D1,mèn,2
6293,濡,U+6FE1,rú,2
6294,濮,U+6FEE,pú,2
6295,濞,U+6FDE,bì,2
6296,濠,U+6FE0,háo,2
6297,濯,U+6FEF,zhuó,2
6298,蹇,U+8E47,jiǎn,2
6299,謇,U+8B07,jiǎn,2
6300,邃,U+9083,suì,2
6301,襁,U+8941,qiǎng,2
6302,檗,U+6A97,bò,2
6303,擘,U+64D8,bò,2
6304,孺,U+5B7A,rú,2
6305,隳,U+96B3,huī,2
6306,嬷,U+5B37,mó,2
6307,蟊,U+87CA,máo,2
6308,鹬,U+9E6C,yù,2
6309,鍪,U+936A,móu,2
6310,鏊,U+93CA,ào,2
6311,鳌,U+9CCC,áo,2
6312,鬈,U+9B08,quán,2
6313,鬃,U+9B03,zōng,2
6314,瞽,U+77BD,gǔ,2
6315,鞯,U+97AF,jiān,2
6316,鞨,U+97A8,hé,2
6317,鞫,U+97AB,jū,2
6318,鞧,U+97A7,qiū,2
6319,鞣,U+97A3,róu,2
6320,藜,U+85DC,lí,2
6321,藠,U+85E0,jiào,2
6322,藩,U+85E9,fān,2
6323,醪,U+91AA,láo,2
6324,蹙,U+8E59,cù,2
6325,礓,U+7913,jiāng,2
6326,燹,U+71F9,xiǎn,2
6327,餮,U+992E,tiè,2
6328,瞿,U+77BF,qú,2
6329,曛,U+66DB,xūn,2
6330,颢,U+98A2,hào,2
6331,曜,U+66DC,yào,2
6332,躇,U+8E87,chú,2
6333,蹚,U+8E5A,tāng,2
6334,鹭,U+9E6D,lù,2
6335,蟛,U+87DB,péng,2
6336,蟪,U+87EA,huì,2
6337,蟠,U+87E0,pán,2
6338,蟮,U+87EE,shàn,2
6339,鹮,U+9E6E,huán,2
6340,黠,U+9EE0,xiá,2
6341,黟,U+9EDF,yī,2
6342,髅,U+9AC5,lóu,2
6343,髂,U+9AC2,qià,2
6344,镬,U+956C,huò,2
6345,镭,U+956D,léi,2
6346,镯,U+956F,zhuó,2
6347,馥,U+99A5,fù,2
6348,簟,U+7C1F,diàn,2
6349,簪,U+7C2A,zān,2
6350,鼬,U+9F2C,yòu,2
6351,雠,U+96E0,chóu,2
6352,艟,U+825F,chōng,2
6353,鳎,U+9CCE,tǎ,2
6354,鳏,U+9CCF,guān,2
6355,鳐,U+9CD0,yáo,2
6356,癞,U+765E,lài,2
6357,癔,U+7654,yì,2
6358,癜,U+765C,diàn,2
6359,癖,U+7656,pǐ,2
6360,糨,U+7CE8,jiàng,2
6361,蹩,U+8E69,bié,2
6362,鎏,U+938F,liú,2
6363,懵,U+61F5,měng,2
6364,彝,U+5F5D,yí,2
6365,邋,U+908B,lā,2
6366,鬏,U+9B0F,jiū,2
6367,攉,U+6509,huō,2
6368,攒,U+6512,"cuán, zǎn",2
6369,鞲,U+97B2,gōu,2
6370,鞴,U+97B4,bèi,2
6371,藿,U+85FF,huò,2
6372,蘧,U+8627,qú,2
6373,蘅,U+8605,héng,2
6374,麓,U+9E93,lù,2
6375,醮,U+91AE,jiào,2
6376,醯,U+91AF,xī,2
6377,酃,U+9143,líng,2
6378,霪,U+972A,yín,2
6379,霭,U+972D,ǎi,2
6380,霨,U+9728,wèi,2
6381,黼,U+9EFC,fǔ,2
6382,嚯,U+56AF,huò,2
6383,蹰,U+8E70,chú,2
6384,蹶,U+8E76,"jué, juě",2
6385,蹽,U+8E7D,liāo,2
6386,蹼,U+8E7C,pǔ,2
6387,蹴,U+8E74,cù,2
6388,蹾,U+8E7E,dūn,2
6389,蹿,U+8E7F,cuān,2
6390,蠖,U+8816,huò,2
6391,蠓,U+8813,měng,2
6392,蟾,U+87FE,chán,2
6393,蠊,U+880A,lián,2
6394,黢,U+9EE2,qū,2
6395,髋,U+9ACB,kuān,2
6396,髌,U+9ACC,bìn,2
6397,镲,U+9572,chǎ,2
6398,籀,U+7C40,zhòu,2
6399,籁,U+7C41,lài,2
6400,齁,U+9F41,hōu,2
6401,魑,U+9B51,chī,2
6402,艨,U+8268,méng,2
6403,鳓,U+9CD3,lè,2
6404,鳔,U+9CD4,biào,2
6405,鳕,U+9CD5,xuě,2
6406,鳗,U+9CD7,mán,2
6407,鳙,U+9CD9,yōng,2
6408,麒,U+9E92,qí,2
6409,鏖,U+93D6,áo,2
6410,羸,U+7FB8,léi,2
6411,㸆,U+3E06,kào,2
6412,瀚,U+701A,hàn,2
6413,瀣,U+7023,xiè,2
6414,瀛,U+701B,yíng,2
6415,襦,U+8966,rú,2
6416,谶,U+8C36,chèn,2
6417,襞,U+895E,bì,2
6418,骥,U+9AA5,jì,2
6419,缵,U+7F35,zuǎn,2
6420,瓒,U+74D2,zàn,2
6421,攘,U+6518,rǎng,2
6422,蘩,U+8629,fán,2
6423,蘖,U+8616,niè,2
6424,醴,U+91B4,lǐ,2
6425,霰,U+9730,xiàn,2
6426,酆,U+9146,fēng,2
6427,矍,U+77CD,jué,2
6428,曦,U+66E6,xī,2
6429,躅,U+8E85,zhú,2
6430,鼍,U+9F0D,tuó,2
6431,巉,U+5DC9,chán,2
6432,黩,U+9EE9,dú,2
6433,黥,U+9EE5,qíng,2
6434,黪,U+9EEA,cǎn,2
6435,镳,U+9573,biāo,2
6436,镴,U+9574,là,2
6437,黧,U+9EE7,lí,2
6438,纂,U+7E82,zuǎn,2
6439,璺,U+74BA,wèn,2
6440,鼯,U+9F2F,wú,2
6441,臜,U+81DC,zā,2
6442,鳜,U+9CDC,guì,2
6443,鳝,U+9CDD,shàn,2
6444,鳟,U+9CDF,zūn,2
6445,獾,U+737E,huān,2
6446,孀,U+5B40,shuāng,2
6447,骧,U+9AA7,xiāng,2
6448,瓘,U+74D8,guàn,2
6449,鼙,U+9F19,pí,2
6450,醺,U+91BA,xūn,2
6451,礴,U+7934,bó,2
6452,颦,U+98A6,pín,2
6453,曩,U+66E9,nǎng,2
6454,鳢,U+9CE2,lǐ,2
6455,癫,U+766B,diān,2
6456,麝,U+9E9D,shè,2
6457,夔,U+5914,kuí,2
6458,爝,U+721D,jué,2
6459,灏,U+704F,hào,2
6460,禳,U+79B3,ráng,2
6461,鐾,U+943E,bèi,2
6462,羼,U+7FBC,chàn,2
6463,蠡,U+8821,"lí, lǐ",2
6464,耱,U+8031,mò,2
6465,懿,U+61FF,yì,2
6466,蘸,U+8638,zhàn,2
6467,鹳,U+9E73,guàn,2
6468,霾,U+973E,mái,2
6469,氍,U+6C0D,qú,2
6470,饕,U+9955,tāo,2
6471,躐,U+8E90,liè,2
6472,髑,U+9AD1,dú,2
6473,镵,U+9575,chán,2
6474,穰,U+7A70,ráng,2
6475,饔,U+9954,yōng,2
6476,鬻,U+9B3B,yù,2
6477,鬟,U+9B1F,huán,2
6478,趱,U+8DB1,zǎn,2
6479,攫,U+652B,jué,2
6480,攥,U+6525,zuàn,2
6481,颧,U+98A7,quán,2
6482,躜,U+8E9C,zuān,2
6483,鼹,U+9F39,yǎn,2
6484,癯,U+766F,qú,2
6485,麟,U+9E9F,lín,2
6486,蠲,U+8832,juān,2
6487,蠹,U+8839,dù,2
6488,躞,U+8E9E,xiè,2
6489,衢,U+8862,qú,2
6490,鑫,U+946B,xīn,2
6491,灞,U+705E,bà,2
6492,襻,U+897B,pàn,2
6493,纛,U+7E9B,dào,2
6494,鬣,U+9B23,liè,2
6495,攮,U+652E,nǎng,2
6496,囔,U+56D4,nāng,2
6497,馕,U+9995,"náng, nǎng",2
6498,戆,U+6206,"gàng, zhuàng",2
6499,爨,U+7228,cuàn,2
6500,齉,U+9F49,nàng,2
6501,亍,U+4E8D,chù,3
6502,尢,U+5C22,wāng,3
6503,彳,U+5F73,chì,3
6504,卬,U+536C,áng,3
6505,殳,U+6BB3,shū,3
6506,𠙶,U+20676,ǒu,3
6507,毌,U+6BCC,guàn,3
6508,邘,U+9098,yú,3
6509,戋,U+620B,jiān,3
6510,圢,U+5722,tǐng,3
6511,氕,U+6C15,piē,3
6512,伋,U+4F0B,jí,3
6513,仝,U+4EDD,tóng,3
6514,冮,U+51AE,gāng,3
6515,氿,U+6C3F,jiǔ,3
6516,汈,U+6C48,diāo,3
6517,氾,U+6C3E,fán,3
6518,忉,U+5FC9,dāo,3
6519,宄,U+5B84,guǐ,3
6520,𬣙,U+2C8D9,xū,3
6521,讱,U+8BB1,rèn,3
6522,扞,U+625E,hàn,3
6523,圲,U+5732,qiān,3
6524,圫,U+572B,tuō,3
6525,芏,U+828F,dù,3
6526,芃,U+8283,péng,3
6527,朳,U+6733,bā,3
6528,朸,U+6738,lì,3
6529,𨙸,U+28678,qí,3
6530,邨,U+90A8,cūn,3
6531,吒,U+5412,zhā,3
6532,吖,U+5416,ā,3
6533,屼,U+5C7C,wù,3
6534,屾,U+5C7E,shēn,3
6535,辿,U+8FBF,chān,3
6536,钆,U+9486,gá,3
6537,仳,U+4EF3,pǐ,3
6538,伣,U+4F23,qiàn,3
6539,伈,U+4F08,xǐn,3
6540,癿,U+767F,bié,3
6541,甪,U+752A,lù,3
6542,邠,U+90A0,bīn,3
6543,犴,U+72B4,"àn, hān",3
6544,冱,U+51B1,hù,3
6545,邡,U+90A1,fāng,3
6546,闫,U+95EB,yán,3
6547,𬇕,U+2C1D5,wàn,3
6548,汋,U+6C4B,zhuó,3
6549,䜣,U+4723,xīn,3
6550,讻,U+8BBB,xiōng,3
6551,𬣞,U+2C8DE,zhǔ,3
6552,孖,U+5B56,zī,3
6553,𬘓,U+2C613,xún,3
6554,纩,U+7EA9,kuàng,3
6555,玒,U+7392,hóng,3
6556,玓,U+7393,dì,3
6557,玘,U+7398,qǐ,3
6558,玚,U+739A,yáng,3
6559,刬,U+522C,chàn,3
6560,𫭟,U+2BB5F,"ōu, qū",3
6561,坜,U+575C,lì,3
6562,坉,U+5749,tún,3
6563,扽,U+627D,dèn,3
6564,𫭢,U+2BB62,lǔn,3
6565,坋,U+574B,fèn,3
6566,扺,U+627A,zhǐ,3
6567,㧑,U+39D1,huī,3
6568,毐,U+6BD0,ǎi,3
6569,芰,U+82B0,jì,3
6570,芣,U+82A3,fú,3
6571,苊,U+82CA,è,3
6572,苉,U+82C9,pǐ,3
6573,芘,U+8298,bǐ,3
6574,芴,U+82B4,wù,3
6575,芠,U+82A0,wén,3
6576,𫇭,U+2B1ED,wěi,3
6577,芤,U+82A4,kōu,3
6578,杕,U+6755,dì,3
6579,杙,U+6759,yì,3
6580,杄,U+6744,qiān,3
6581,杧,U+6767,máng,3
6582,杩,U+6769,mà,3
6583,尪,U+5C2A,wāng,3
6584,尨,U+5C28,máng,3
6585,轪,U+8F6A,dài,3
6586,𫐄,U+2B404,yuè,3
6587,坒,U+5752,bì,3
6588,芈,U+8288,mǐ,3
6589,旴,U+65F4,xū,3
6590,旵,U+65F5,chǎn,3
6591,呙,U+5459,guō,3
6592,㕮,U+356E,fǔ,3
6593,岍,U+5C8D,qiān,3
6594,𫵷,U+2BD77,lì,3
6595,岠,U+5CA0,jù,3
6596,岜,U+5C9C,bā,3
6597,呇,U+5447,mèn,3
6598,冏,U+518F,jiǒng,3
6599,觃,U+89C3,yàn,3
6600,岙,U+5C99,ào,3
6601,伾,U+4F3E,pī,3
6602,㑇,U+3447,zhòu,3
6603,伭,U+4F2D,xián,3
6604,佖,U+4F56,bì,3
6605,伲,U+4F32,ní,3
6606,佁,U+4F41,yǐ,3
6607,飏,U+98CF,yáng,3
6608,狃,U+72C3,niǔ,3
6609,闶,U+95F6,kàng,3
6610,汧,U+6C67,qiān,3
6611,汫,U+6C6B,jǐng,3
6612,𣲘,U+23C98,wǔ,3
6613,𣲗,U+23C97,wéi,3
6614,沄,U+6C84,yún,3
6615,沘,U+6C98,bǐ,3
6616,𬇙,U+2C1D9,bèi,3
6617,汭,U+6C6D,ruì,3
6618,㳇,U+3CC7,fù,3
6619,沇,U+6C87,yǎn,3
6620,忮,U+5FEE,zhì,3
6621,忳,U+5FF3,tún,3
6622,忺,U+5FFA,xiān,3
6623,𬣡,U+2C8E1,jiàn,3
6624,祃,U+7943,mà,3
6625,诇,U+8BC7,xiòng,3
6626,邲,U+90B2,bì,3
6627,诎,U+8BCE,qū,3
6628,诐,U+8BD0,bì,3
6629,屃,U+5C43,xì,3
6630,𫸩,U+2BE29,kōu,3
6631,岊,U+5C8A,jié,3
6632,阽,U+963D,diàn,3
6633,䢺,U+48BA,chū,3
6634,阼,U+963C,zuò,3
6635,妧,U+59A7,yuán,3
6636,妘,U+5998,yún,3
6637,𨚕,U+28695,biàn,3
6638,纮,U+7EAE,hóng,3
6639,驲,U+9A72,rì,3
6640,𫘜,U+2B61C,wén,3
6641,纻,U+7EBB,zhù,3
6642,𬘘,U+2C618,dǎn,3
6643,𫘝,U+2B61D,jué,3
6644,纼,U+7EBC,zhèn,3
6645,玤,U+73A4,bàng,3
6646,玞,U+739E,fū,3
6647,玱,U+73B1,qiāng,3
6648,玟,U+739F,wén,3
6649,邽,U+90BD,guī,3
6650,邿,U+90BF,shī,3
6651,坥,U+5765,qū,3
6652,坰,U+5770,jiōng,3
6653,坬,U+576C,"guà, wā",3
6654,坽,U+577D,líng,3
6655,弆,U+5F06,jǔ,3
6656,耵,U+8035,dīng,3
6657,䢼,U+48BC,gōng,3
6658,𦭜,U+26B5C,zhī,3
6659,茋,U+830B,dǐ,3
6660,苧,U+82E7,níng,3
6661,苾,U+82FE,bì,3
6662,苠,U+82E0,mín,3
6663,枅,U+6785,jī,3
6664,㭎,U+3B4E,gāng,3
6665,枘,U+6798,ruì,3
6666,枍,U+678D,yì,3
6667,矼,U+77FC,gāng,3
6668,矻,U+77FB,kū,3
6669,匼,U+533C,kē,3
6670,𬨂,U+2CA02,qí,3
6671,𬀩,U+2C029,wěi,3
6672,𬀪,U+2C02A,xiàn,3
6673,旿,U+65FF,wǔ,3
6674,昇,U+6607,shēng,3
6675,昄,U+6604,bǎn,3
6676,昒,U+6612,hū,3
6677,昈,U+6608,hù,3
6678,咉,U+5489,yāng,3
6679,咇,U+5487,bì,3
6680,咍,U+548D,hāi,3
6681,岵,U+5CB5,hù,3
6682,岽,U+5CBD,dōng,3
6683,岨,U+5CA8,"jū, qū",3
6684,岞,U+5C9E,zuò,3
6685,峂,U+5CC2,tóng,3
6686,㟃,U+37C3,sī,3
6687,囷,U+56F7,qūn,3
6688,𬬩,U+2CB29,yì,3
6689,钐,U+9490,"shān, shàn",3
6690,钔,U+9494,mén,3
6691,钖,U+9496,yáng,3
6692,牥,U+7265,fāng,3
6693,佴,U+4F74,nài,3
6694,垈,U+5788,dài,3
6695,侁,U+4F81,shēn,3
6696,侹,U+4FB9,tǐng,3
6697,佸,U+4F78,huó,3
6698,佺,U+4F7A,quán,3
6699,隹,U+96B9,zhuī,3
6700,㑊,U+344A,yì,3
6701,侂,U+4F82,tuō,3
6702,佽,U+4F7D,cì,3
6703,侘,U+4F98,chà,3
6704,郈,U+90C8,hòu,3
6705,舠,U+8220,dāo,3
6706,郐,U+90D0,kuài,3
6707,郃,U+90C3,hé,3
6708,攽,U+653D,bān,3
6709,肭,U+80AD,nà,3
6710,肸,U+80B8,xī,3
6711,肷,U+80B7,qiǎn,3
6712,狉,U+72C9,pī,3
6713,狝,U+72DD,xiǎn,3
6714,饳,U+9973,duò,3
6715,忞,U+5FDE,mín,3
6716,於,U+65BC,"yū, yú",3
6717,炌,U+708C,kài,3
6718,炆,U+7086,wén,3
6719,泙,U+6CD9,píng,3
6720,沺,U+6CBA,tián,3
6721,泂,U+6CC2,jiǒng,3
6722,泜,U+6CDC,zhī,3
6723,泃,U+6CC3,jū,3
6724,泇,U+6CC7,jiā,3
6725,怊,U+600A,chāo,3
6726,峃,U+5CC3,xué,3
6727,穸,U+7A78,xī,3
6728,祋,U+794B,duì,3
6729,祊,U+794A,bēng,3
6730,𫍣,U+2B363,tóng,3
6731,𬣳,U+2C8F3,hěn,3
6732,𬩽,U+2CA7D,xún,3
6733,鸤,U+9E24,shī,3
6734,弢,U+5F22,tāo,3
6735,弨,U+5F28,chāo,3
6736,陑,U+9651,ér,3
6737,𬮿,U+2CBBF,gài,3
6738,陎,U+964E,shū,3
6739,𬯀,U+2CBC0,jī,3
6740,卺,U+537A,jǐn,3
6741,乸,U+4E78,nǎ,3
6742,妭,U+59AD,bá,3
6743,姈,U+59C8,líng,3
6744,𫰛,U+2BC1B,xíng,3
6745,迳,U+8FF3,jìng,3
6746,叕,U+53D5,zhuó,3
6747,𬳵,U+2CCF5,pī,3
6748,驵,U+9A75,zǎng,3
6749,𬳶,U+2CCF6,jiōng,3
6750,䌹,U+4339,jiǒng,3
6751,驺,U+9A7A,zōu,3
6752,𫠊,U+2B80A,xuán,3
6753,绋,U+7ECB,fú,3
6754,绐,U+7ED0,dài,3
6755,砉,U+7809,huā,3
6756,耔,U+8014,zǐ,3
6757,㛃,U+36C3,jié,3
6758,玶,U+73B6,píng,3
6759,珇,U+73C7,zǔ,3
6760,珅,U+73C5,shēn,3
6761,𬍛,U+2C35B,lì,3
6762,珋,U+73CB,liǔ,3
6763,玹,U+73B9,xuán,3
6764,珌,U+73CC,bì,3
6765,玿,U+73BF,sháo,3
6766,韨,U+97E8,fú,3
6767,垚,U+579A,yáo,3
6768,垯,U+57AF,da,3
6769,垙,U+5799,guāng,3
6770,垲,U+57B2,kǎi,3
6771,埏,U+57CF,shān,3
6772,垍,U+578D,jì,3
6773,耇,U+8007,gǒu,3
6774,鿍,U+9FCD,gàng,3
6775,垎,U+578E,hè,3
6776,垴,U+57B4,nǎo,3
6777,垟,U+579F,yáng,3
6778,垞,U+579E,chá,3
6779,挓,U+6313,zhā,3
6780,垵,U+57B5,ān,3
6781,垏,U+578F,lǜ,3
6782,拶,U+62F6,"zā, zǎn",3
6783,荖,U+8356,lǎo,3
6784,荁,U+8341,huán,3
6785,荙,U+8359,dá,3
6786,荛,U+835B,ráo,3
6787,茈,U+8308,"cí, zǐ",3
6788,茽,U+833D,zhòng,3
6789,荄,U+8344,gāi,3
6790,茺,U+833A,chōng,3
6791,𬜬,U+2C72C,màn,3
6792,荓,U+8353,píng,3
6793,茳,U+8333,jiāng,3
6794,𦰡,U+26C21,"nà, nuó",3
6795,茛,U+831B,gèn,3
6796,荭,U+836D,hóng,3
6797,㭕,U+3B55,qū,3
6798,柷,U+67F7,zhù,3
6799,柃,U+67C3,líng,3
6800,柊,U+67CA,zhōng,3
6801,枹,U+67B9,bāo,3
6802,栐,U+6810,yǒng,3
6803,柖,U+67D6,sháo,3
6804,郚,U+90DA,wú,3
6805,剅,U+5245,lóu,3
6806,䴓,U+4D13,shī,3
6807,迺,U+8FFA,nǎi,3
6808,厖,U+5396,máng,3
6809,砆,U+7806,fū,3
6810,砑,U+7811,yà,3
6811,砄,U+7804,jué,3
6812,耏,U+800F,"ér, nài",3
6813,奓,U+5953,zhā,3
6814,䶮,U+4DAE,yǎn,3
6815,轵,U+8F75,zhǐ,3
6816,轷,U+8F77,hū,3
6817,轹,U+8F79,lì,3
6818,轺,U+8F7A,yáo,3
6819,昺,U+663A,bǐng,3
6820,𪾢,U+2AFA2,xiàn,3
6821,昽,U+663D,lóng,3
6822,盷,U+76F7,tián,3
6823,咡,U+54A1,èr,3
6824,咺,U+54BA,xuān,3
6825,昳,U+6633,dié,3
6826,昣,U+6623,zhěn,3
6827,哒,U+54D2,dā,3
6828,昤,U+6624,líng,3
6829,昫,U+662B,xù,3
6830,昡,U+6621,xuàn,3
6831,咥,U+54A5,xì,3
6832,昪,U+662A,biàn,3
6833,虷,U+8677,"gān, hán",3
6834,虸,U+8678,zǐ,3
6835,哃,U+54C3,tóng,3
6836,峘,U+5CD8,huán,3
6837,耑,U+8011,duān,3
6838,峛,U+5CDB,liè,3
6839,𪨰,U+2AA30,qū,3
6840,峗,U+5CD7,wéi,3
6841,峧,U+5CE7,jiāo,3
6842,帡,U+5E21,píng,3
6843,钘,U+9498,xíng,3
6844,𫓧,U+2B4E7,fū,3
6845,钜,U+949C,jù,3
6846,𬬮,U+2CB2E,chǎng,3
6847,𬬱,U+2CB31,jīn,3
6848,𬬭,U+2CB2D,lún,3
6849,钪,U+94AA,kàng,3
6850,钬,U+94AC,huǒ,3
6851,钭,U+94AD,dǒu,3
6852,矧,U+77E7,shěn,3
6853,秬,U+79EC,jù,3
6854,俫,U+4FEB,lái,3
6855,舁,U+8201,yú,3
6856,俜,U+4FDC,pīng,3
6857,俙,U+4FD9,xī,3
6858,俍,U+4FCD,liáng,3
6859,垕,U+5795,hòu,3
6860,衎,U+884E,kàn,3
6861,舣,U+8223,yǐ,3
6862,弇,U+5F07,yǎn,3
6863,侴,U+4FB4,chǒu,3
6864,鸧,U+9E27,cāng,3
6865,䏡,U+43E1,shì,3
6866,胠,U+80E0,qū,3
6867,𦙶,U+26676,gǔ,3
6868,胈,U+80C8,bá,3
6869,胩,U+80E9,kǎ,3
6870,胣,U+80E3,chǐ,3
6871,朏,U+670F,fěi,3
6872,飐,U+98D0,zhǎn,3
6873,訄,U+8A04,qiú,3
6874,饻,U+997B,xī,3
6875,庤,U+5EA4,zhì,3
6876,疢,U+75A2,chèn,3
6877,炣,U+70A3,kě,3
6878,炟,U+709F,dá,3
6879,㶲,U+3DB2,yòng,3
6880,洭,U+6D2D,kuāng,3
6881,洘,U+6D18,kǎo,3
6882,洓,U+6D13,qì,3
6883,洿,U+6D3F,wū,3
6884,㳚,U+3CDA,xù,3
6885,泚,U+6CDA,cǐ,3
6886,浈,U+6D48,zhēn,3
6887,浉,U+6D49,shī,3
6888,洸,U+6D38,guāng,3
6889,洑,U+6D11,fú,3
6890,洢,U+6D22,yī,3
6891,洈,U+6D08,wéi,3
6892,洚,U+6D1A,jiàng,3
6893,洺,U+6D3A,míng,3
6894,洨,U+6D28,xiáo,3
6895,浐,U+6D50,chǎn,3
6896,㳘,U+3CD8,chōng,3
6897,洴,U+6D34,píng,3
6898,洣,U+6D23,mǐ,3
6899,恔,U+6054,jiǎo,3
6900,宬,U+5BAC,chéng,3
6901,窀,U+7A80,zhūn,3
6902,扂,U+6242,diàn,3
6903,袆,U+8886,huī,3
6904,祏,U+794F,shí,3
6905,祐,U+7950,yòu,3
6906,祕,U+7955,mì,3
6907,叚,U+53DA,xiá,3
6908,陧,U+9667,niè,3
6909,陞,U+965E,shēng,3
6910,娀,U+5A00,sōng,3
6911,姞,U+59DE,jí,3
6912,姱,U+59F1,kuā,3
6913,姤,U+59E4,gòu,3
6914,姶,U+59F6,è,3
6915,姽,U+59FD,guǐ,3
6916,枲,U+67B2,xǐ,3
6917,绖,U+7ED6,dié,3
6918,骃,U+9A83,yīn,3
6919,𬘡,U+2C621,yīn,3
6920,𬳽,U+2CCFD,shēn,3
6921,𬘩,U+2C629,tīng,3
6922,𫄧,U+2B127,yán,3
6923,彖,U+5F56,tuàn,3
6924,骉,U+9A89,biāo,3
6925,恝,U+605D,jiá,3
6926,珪,U+73EA,guī,3
6927,珛,U+73DB,xiù,3
6928,珹,U+73F9,chéng,3
6929,琊,U+740A,yá,3
6930,玼,U+73BC,cǐ,3
6931,珖,U+73D6,guāng,3
6932,𪟝,U+2A7DD,jì,3
6933,珽,U+73FD,tǐng,3
6934,珦,U+73E6,xiàng,3
6935,珫,U+73EB,chōng,3
6936,珒,U+73D2,jīn,3
6937,𬍤,U+2C364,xún,3
6938,珢,U+73E2,yín,3
6939,珕,U+73D5,lì,3
6940,珝,U+73DD,xǔ,3
6941,𫭼,U+2BB7C,láo,3
6942,埗,U+57D7,bù,3
6943,垾,U+57BE,hàn,3
6944,垺,U+57BA,fú,3
6945,埆,U+57C6,què,3
6946,垿,U+57BF,xù,3
